Trade Date,Strike,Expiry Date,Call/Put,Last Trade Price,Bid Price,Ask Price,Bid Implied Volatility,Ask Implied Volatility,Open Interest,Volume,Delta,Gamma,Vega,Theta,Rho
2023-07-03,375,2023-10-20,p,3.49,3.4,3.6,0.1803,0.184,40,0,-0.1866,0.0058,0.5277,-0.0501,-24.0176
2023-07-03,380,2023-10-20,p,3.98,3.86,4.06,0.1722,0.1756,45,0,-0.2148,0.0067,0.5795,-0.052,-27.6363
2023-07-03,385,2023-10-20,p,4.61,4.5,4.7,0.1642,0.1673,13,0,-0.2479,0.0077,0.6306,-0.0536,-31.8933
2023-07-03,390,2023-10-20,p,5.26,5.14,5.44,0.1559,0.1603,32,0,-0.2872,0.0088,0.6807,-0.055,-36.9547
2023-07-03,395,2023-10-20,p,6.18,6,6.3,0.1472,0.1511,25,0,-0.3314,0.01,0.759,-0.055,-42.6401
2023-07-03,400,2023-10-20,p,7.11,6.92,7.31,0.1385,0.1435,58,0,-0.3839,0.0113,0.8001,-0.0545,-49.4141
2023-07-03,405,2023-10-20,p,8.5,8.3,8.7,0.1309,0.1356,14,0,-0.4444,0.0127,0.8483,-0.0529,-57.2392
2023-07-03,410,2023-10-20,p,10.04,9.78,10.18,0.123,0.1276,1,0,-0.5127,0.014,0.8788,-0.0496,-66.115
2023-07-03,415,2023-10-20,p,12.06,12,12.4,0.1163,0.121,0,0,-0.5871,0.0153,0.8926,-0.045,-75.868
2023-07-03,420,2023-10-20,p,14.75,14.39,15.2,0.1039,0.1147,5,0,-0.6704,0.0158,0.8808,-0.0373,-86.7555
2023-07-03,425,2023-10-20,p,17.62,17.3,18.3,0.088,0.1098,0,0,-0.7603,0.0155,0.7886,-0.027,-98.5856
2023-07-03,430,2023-10-20,p,22.55,21.89,23.21,0,0.1198,0,0,-0.9388,0.0141,0.715,-0.001,-121.0531
2023-07-03,435,2023-10-20,p,26.99,25.33,27.91,0,0.1405,0,0,-0.9461,0.0121,0.6261,-0.0006,-123.4335
2023-07-03,440,2023-10-20,p,32.65,31.97,33.39,0,0.1517,0,0,-0.9606,0.0098,0.455,0.0015,-126.6716
2023-07-03,445,2023-10-20,p,36.92,36.06,37.85,0,0.1712,0,0,-0.9633,0.0076,0.3552,0.0016,-128.4906
2023-07-03,450,2023-10-20,p,42.8,41.92,43.75,0,0.1857,0,0,-0.9688,0.0058,0.3164,0.0023,-130.6529
2023-07-03,455,2023-10-20,p,46.86,46.09,47.58,0,0.1945,0,0,-0.9765,0.0042,0.2309,0.0038,-133.0624
2023-07-03,460,2023-10-20,p,52.17,51.3,53,0,0.2104,0,0,-0.9783,0.003,0.1617,0.0038,-134.7797
2023-07-03,465,2023-10-20,p,56.69,55.93,57.42,0,0.2121,0,0,-0.9872,0.0017,0.1001,-0.0036,-137.3404
2023-07-03,470,2023-10-20,p,62.17,61.1,63.2,0,0.2327,0,0,-0.9861,0.0011,0.064,-0.0042,-138.6946
2023-07-03,475,2023-10-20,p,66.61,65.75,67.53,0,0.242,0,0,-0.9885,0.0007,0.0392,-0.0037,-140.4773
2023-07-03,205,2023-12-15,c,206.31,205.6,207.3,0,0.5414,0,0,0.9962,0,0,-0.0207,0.9049
2023-07-03,210,2023-12-15,c,199.43,198.69,200.38,0,0.5228,0,0,0.9962,0,0,-0.0215,0.927
2023-07-03,215,2023-12-15,c,196.56,195.6,198,0,0.542,0,0,0.9962,0,0.0001,-0.0222,0.949
2023-07-03,220,2023-12-15,c,189.76,188.99,190.77,0,0.4949,0,0,0.9962,0,0.0001,-0.0229,0.9711
2023-07-03,225,2023-12-15,c,186.81,186.1,187.8,0,0.4776,0,0,0.9962,0,0.0002,-0.0237,0.9932
2023-07-03,230,2023-12-15,c,179.36,179.18,180.86,0,0.4977,0,0,0.9951,0,0.0004,-0.0217,1.0152
2023-07-03,235,2023-12-15,c,176.6,176.3,178.1,0,0.4803,0,0,0.9951,0,0.0009,-0.0225,1.0372
2023-07-03,240,2023-12-15,c,169.73,169.5,171.28,0,0.4694,0,0,0.995,0,0.0013,-0.0232,1.0592
2023-07-03,245,2023-12-15,c,166.85,166.3,168.5,0,0.458,0,0,0.995,0,0.0018,-0.024,1.0811
2023-07-03,250,2023-12-15,c,164.14,164.16,165.88,0.2602,0.4468,0,0,0.9948,0,0.0036,-0.0248,1.103
2023-07-03,255,2023-12-15,c,157.8,157.3,158.9,0.3093,0.4359,0,0,0.9947,0,0.0052,-0.0257,1.1247
2023-07-03,260,2023-12-15,c,155.19,154.33,156.15,0.2648,0.4239,0,0,0.9944,0,0.0072,-0.0266,1.1463
2023-07-03,265,2023-12-15,c,148.25,147.7,149.4,0.3085,0.4167,0,0,0.9941,0.0001,0.01,-0.0276,1.1677
2023-07-03,270,2023-12-15,c,145.36,144.81,146.53,0.3058,0.4055,0,0,0.9936,0.0001,0.0135,-0.0286,1.1887
2023-07-03,275,2023-12-15,c,137.79,137.08,138.87,0.2913,0.3941,0,0,0.9928,0.0001,0.0222,-0.0297,1.2093
2023-07-03,280,2023-12-15,c,135.95,135.3,137.02,0.2959,0.3822,0,0,0.9919,0.0002,0.0243,-0.0309,1.2296
2023-07-03,285,2023-12-15,c,128.34,127.64,129.33,0.2895,0.3706,0,0,0.9906,0.0002,0.0408,-0.0322,1.2491
2023-07-03,290,2023-12-15,c,126.35,125.56,127.28,0.283,0.3592,0,0,0.989,0.0003,0.0528,-0.0337,1.2679
2023-07-03,295,2023-12-15,c,118.79,118.01,119.6,0.2817,0.3476,0,0,0.9868,0.0004,0.0671,-0.0353,1.2857
2023-07-03,300,2023-12-15,c,115.01,114.4,115.7,0.2838,0.3327,0,0,0.9842,0.0005,0.0847,-0.037,1.3028
2023-07-03,305,2023-12-15,c,109.39,108.59,110.17,0.2703,0.3271,0,0,0.981,0.0006,0.1055,-0.0389,1.3185
2023-07-03,310,2023-12-15,c,105.96,104.8,106.3,0.2652,0.3156,0,0,0.9772,0.0007,0.1303,-0.041,1.333
2023-07-03,315,2023-12-15,c,100.38,99.17,100.75,0.2562,0.3062,0,0,0.9723,0.0009,0.1589,-0.0432,1.3456
2023-07-03,320,2023-12-15,c,96.45,95.4,96.9,0.2537,0.2969,0,0,0.9667,0.0011,0.1923,-0.0457,1.3565
2023-07-03,325,2023-12-15,c,90.75,89.79,91.18,0.2468,0.2849,8,0,0.9597,0.0013,0.2298,-0.0483,1.3649
2023-07-03,330,2023-12-15,c,87.01,86,87.4,0.2394,0.2749,0,0,0.9523,0.0016,0.2339,-0.0509,1.3721
2023-07-03,335,2023-12-15,c,81.52,80.68,81.97,0.2368,0.2674,0,0,0.9432,0.0019,0.2769,-0.0537,1.3762
2023-07-03,340,2023-12-15,c,77.66,76.9,78.1,0.2306,0.2567,0,0,0.9327,0.0022,0.3241,-0.0566,1.3774
2023-07-03,345,2023-12-15,c,72.14,71.36,72.54,0.2214,0.2462,0,0,0.921,0.0025,0.3756,-0.0595,1.3764
2023-07-03,350,2023-12-15,c,68.31,67.8,68.9,0.218,0.2388,0,0,0.908,0.0029,0.4304,-0.0623,1.3727
2023-07-03,355,2023-12-15,c,63.06,62.46,63.65,0.2098,0.2312,0,0,0.8935,0.0033,0.4886,-0.0651,1.3659
2023-07-03,360,2023-12-15,c,59.33,58.7,59.9,0.2027,0.2225,2,0,0.8772,0.0037,0.5491,-0.0678,1.3554
2023-07-03,365,2023-12-15,c,55.62,55.02,56.24,0.1964,0.2149,0,0,0.8595,0.0042,0.6108,-0.0703,1.3423
2023-07-03,370,2023-12-15,c,50.53,49.9,51.1,0.1893,0.2069,1,0,0.8397,0.0047,0.673,-0.0726,1.325
2023-07-03,375,2023-12-15,c,46.8,46.21,47.42,0.1829,0.199,0,0,0.8185,0.0053,0.734,-0.0745,1.3049
2023-07-03,380,2023-12-15,c,41.92,41.3,42.5,0.1755,0.1904,0,0,0.7948,0.0058,0.7932,-0.0761,1.2797
2023-07-03,385,2023-12-15,c,38.27,37.66,38.87,0.1681,0.1823,0,0,0.7688,0.0065,0.8081,-0.0772,1.2502
2023-07-03,390,2023-12-15,c,33.36,32.78,33.87,0.161,0.1733,0,0,0.74,0.0072,0.8663,-0.0778,1.215
2023-07-03,395,2023-12-15,c,29.95,29.54,30.45,0.1548,0.1644,23,0,0.7082,0.0079,0.921,-0.0777,1.1741
2023-07-03,400,2023-12-15,c,25.44,25.13,25.63,0.1482,0.1532,9,0,0.6725,0.0087,0.9916,-0.077,1.1255
2023-07-03,405,2023-12-15,c,21.86,21.6,22.1,0.1408,0.1457,29,0,0.6325,0.0095,1.0298,-0.0756,1.0681
2023-07-03,410,2023-12-15,c,18.23,17.95,18.44,0.1338,0.1385,183,1,0.5874,0.0104,1.0643,-0.0732,1.0008
2023-07-03,415,2023-12-15,c,15.12,14.9,15.4,0.1277,0.1323,12,1,0.537,0.0112,1.096,-0.07,0.9227
2023-07-03,420,2023-12-15,c,12.1,11.9,12.3,0.1219,0.1255,683,0,0.4814,0.0118,1.0932,-0.0658,0.8333
2023-07-03,425,2023-12-15,c,9.59,9.4,9.8,0.1164,0.1202,10,0,0.4217,0.0121,1.056,-0.0607,0.735
2023-07-03,430,2023-12-15,c,7.29,7.13,7.52,0.1119,0.1158,3,0,0.3609,0.012,1.0573,-0.055,0.6326
2023-07-03,435,2023-12-15,c,5.52,5.4,5.7,0.1082,0.1113,7,0,0.3034,0.0114,0.97,-0.0491,0.534
2023-07-03,440,2023-12-15,c,4.02,3.86,4.16,0.1046,0.108,15,0,0.2516,0.0105,0.8533,-0.0434,0.4443
2023-07-03,445,2023-12-15,c,2.9,2.8,3.1,0.1023,0.1063,38,0,0.2074,0.0094,0.808,-0.0381,0.3671
2023-07-03,450,2023-12-15,c,2.04,1.88,2.12,0.0995,0.1035,1,0,0.1706,0.0083,0.6611,-0.0335,0.3026
2023-07-03,455,2023-12-15,c,1.42,1.25,1.6,0.0972,0.1039,3,6,0.1401,0.0071,0.6011,-0.0292,0.2488
2023-07-03,460,2023-12-15,c,0.98,0.84,1.09,0.0966,0.1026,9,0,0.1147,0.0061,0.5384,-0.0253,0.2038
2023-07-03,465,2023-12-15,c,0.65,0.55,0.8,0.0955,0.1034,0,0,0.0927,0.0052,0.4778,-0.0216,0.165
2023-07-03,470,2023-12-15,c,0.59,0.2,0.94,0.0866,0.1154,1,0,0.0739,0.0043,0.4188,-0.0181,0.1317
2023-07-03,475,2023-12-15,c,0.6,0.05,0.75,0.0776,0.1172,0,0,0.0592,0.0036,0.2992,-0.0152,0.1056
2023-07-03,480,2023-12-15,c,0.61,0.05,0.76,0.0831,0.1246,1,0,0.0455,0.0029,0.2564,-0.0122,0.0812
2023-07-03,485,2023-12-15,c,0.32,0,0.5,0,0.1249,7,0,0.0271,0.002,0.1642,-0.0074,0.0485
2023-07-03,490,2023-12-15,c,0.23,0,0.76,0,0.1418,0,0,0.0197,0.0015,0.1353,-0.0056,0.0354
2023-07-03,495,2023-12-15,c,0.16,0,0.74,0,0.1487,0,0,0.0142,0.0011,0.1107,-0.0042,0.0255
2023-07-03,500,2023-12-15,c,0.11,0,0.76,0,0.1555,10,0,0.0102,0.0008,0.0685,-0.0031,0.0183
2023-07-03,205,2023-12-15,p,0,0,0.4,0,0.4728,0,0,0,0,0,0,-0.001
2023-07-03,210,2023-12-15,p,0,0,0.76,0,0.5014,0,0,0,0,0,0,-0.0055
2023-07-03,215,2023-12-15,p,0,0,0.74,0,0.4858,0,0,0,0,0.0001,0,-0.006
2023-07-03,220,2023-12-15,p,0,0,0.75,0,0.4705,0,0,0,0,0.0001,0,-0.0066
2023-07-03,225,2023-12-15,p,0,0,0.74,0,0.4556,0,0,0,0,0.0002,0,-0.0072
2023-07-03,230,2023-12-15,p,0,0.05,0.75,0.3172,0.4404,0,0,-0.0089,0,0.0004,-0.0076,-1.7804
2023-07-03,235,2023-12-15,p,0.05,0.05,0.79,0.3063,0.4309,0,0,-0.0095,0,0.0009,-0.0079,-1.917
2023-07-03,240,2023-12-15,p,0.05,0.05,0.8,0.2957,0.4169,0,0,-0.0099,0,0.0013,-0.0079,-1.9914
2023-07-03,245,2023-12-15,p,0.26,0.1,0.84,0.3063,0.4067,0,0,-0.0125,0,0.0018,-0.0096,-2.5098
2023-07-03,250,2023-12-15,p,0.28,0.15,0.8,0.309,0.3891,0,0,-0.014,0,0.0036,-0.0104,-2.8051
2023-07-03,255,2023-12-15,p,0.31,0.2,0.84,0.3087,0.3794,0,0,-0.0161,0,0.0052,-0.0116,-3.2402
2023-07-03,260,2023-12-15,p,0.42,0.2,1.1,0.2975,0.3826,0,0,-0.0188,0,0.0072,-0.013,-3.783
2023-07-03,265,2023-12-15,p,0.46,0.25,1.14,0.2948,0.3722,0,0,-0.0212,0.0001,0.01,-0.0141,-4.2504
2023-07-03,270,2023-12-15,p,0.47,0.35,1,0.297,0.3499,0,0,-0.0228,0.0001,0.0135,-0.0146,-4.5574
2023-07-03,275,2023-12-15,p,0.63,0.2,1.28,0.2654,0.3537,0,0,-0.0231,0.0001,0.0222,-0.0141,-4.6186
2023-07-03,280,2023-12-15,p,1.28,0.3,1.4,0.2689,0.3455,0,0,-0.0275,0.0002,0.0243,-0.0162,-5.4948
2023-07-03,285,2023-12-15,p,1.34,0.35,1.52,0.2638,0.3368,0,0,-0.0307,0.0002,0.0408,-0.0174,-6.13
2023-07-03,290,2023-12-15,p,1.39,0.4,1.6,0.2578,0.3278,0,0,-0.034,0.0003,0.0528,-0.0184,-6.7786
2023-07-03,295,2023-12-15,p,1.41,0.46,1.72,0.2516,0.319,0,0,-0.0376,0.0004,0.0671,-0.0195,-7.4972
2023-07-03,300,2023-12-15,p,1.39,0.8,1.55,0.2646,0.3001,6,0,-0.0439,0.0005,0.0847,-0.0219,-8.7539
2023-07-03,305,2023-12-15,p,1.58,0.91,1.78,0.2586,0.2949,0,0,-0.0496,0.0006,0.1055,-0.0236,-9.8906
2023-07-03,310,2023-12-15,p,1.67,1.09,1.89,0.2566,0.2874,0,0,-0.0564,0.0007,0.1303,-0.0257,-11.2511
2023-07-03,315,2023-12-15,p,1.73,1.47,1.83,0.259,0.2714,1,0,-0.0627,0.0009,0.1589,-0.0273,-12.506
2023-07-03,320,2023-12-15,p,1.83,1.64,1.94,0.2539,0.2634,0,0,-0.0699,0.0011,0.1923,-0.0289,-13.9283
2023-07-03,325,2023-12-15,p,2.04,1.78,2.13,0.2448,0.2553,0,0,-0.0764,0.0013,0.2298,-0.03,-15.2159
2023-07-03,330,2023-12-15,p,2.19,2.08,2.28,0.2429,0.2482,4,0,-0.0869,0.0016,0.2339,-0.0324,-17.3145
2023-07-03,335,2023-12-15,p,2.43,2.3,2.5,0.2354,0.2406,2,0,-0.096,0.0019,0.2769,-0.0338,-19.1116
2023-07-03,340,2023-12-15,p,2.64,2.53,2.68,0.2289,0.2323,4,0,-0.1064,0.0022,0.3241,-0.0353,-21.1525
2023-07-03,345,2023-12-15,p,2.92,2.8,3,0.2217,0.2262,0,0,-0.1186,0.0025,0.3756,-0.0371,-23.5699
2023-07-03,350,2023-12-15,p,3.21,3.07,3.37,0.2149,0.2209,20,0,-0.1329,0.0029,0.4304,-0.0391,-26.4184
2023-07-03,355,2023-12-15,p,3.59,3.5,3.7,0.2094,0.213,7,0,-0.1482,0.0033,0.4886,-0.0408,-29.4454
2023-07-03,360,2023-12-15,p,3.94,3.76,4.06,0.2012,0.2064,9,0,-0.1647,0.0037,0.5491,-0.0422,-32.7018
2023-07-03,365,2023-12-15,p,4.39,4.3,4.5,0.1956,0.1988,3,0,-0.184,0.0042,0.6108,-0.0438,-36.5313
2023-07-03,370,2023-12-15,p,4.85,4.65,4.95,0.1876,0.1919,1,0,-0.2048,0.0047,0.673,-0.0449,-40.6284
2023-07-03,375,2023-12-15,p,5.43,5.3,5.6,0.1816,0.1856,0,0,-0.2297,0.0053,0.734,-0.0464,-45.5749
2023-07-03,380,2023-12-15,p,6.02,5.83,6.13,0.1746,0.1783,7,0,-0.2565,0.0058,0.7932,-0.0473,-50.874
2023-07-03,385,2023-12-15,p,6.79,6.6,7,0.1676,0.1724,99,0,-0.2873,0.0065,0.8081,-0.0481,-56.9969
2023-07-03,390,2023-12-15,p,7.55,7.31,7.71,0.1606,0.165,15,0,-0.321,0.0072,0.8663,-0.0483,-63.675
2023-07-03,395,2023-12-15,p,8.6,8.4,8.8,0.1543,0.1585,5,0,-0.3596,0.0079,0.921,-0.0483,-71.3516
2023-07-03,400,2023-12-15,p,9.89,9.63,10.13,0.1474,0.1524,8,0,-0.402,0.0087,0.9916,-0.0477,-79.8207
2023-07-03,405,2023-12-15,p,11.09,10.9,11.3,0.1415,0.1454,0,0,-0.4491,0.0095,1.0298,-0.0464,-89.2395
2023-07-03,410,2023-12-15,p,12.84,12.57,13.07,0.1343,0.1391,3,0,-0.5004,0.0104,1.0643,-0.0441,-99.5285
2023-07-03,415,2023-12-15,p,14.54,14.3,14.8,0.1281,0.133,0,0,-0.5557,0.0112,1.096,-0.0412,-110.7164
2023-07-03,420,2023-12-15,p,17.03,16.85,17.36,0.122,0.1271,0,0,-0.6144,0.0118,1.0932,-0.0373,-122.6507
2023-07-03,425,2023-12-15,p,19.32,18.97,19.77,0.1125,0.122,0,0,-0.6774,0.0121,1.056,-0.0319,-135.4722
2023-07-03,430,2023-12-15,p,22.97,22.74,23.65,0.1012,0.1176,0,0,-0.7432,0.012,1.0573,-0.0254,-148.9694
2023-07-03,435,2023-12-15,p,27.12,26.52,27.52,0,0.1219,0,0,-0.9324,0.0114,0.97,-0.0009,-184.3721
2023-07-03,440,2023-12-15,p,32.17,31,33.3,0,0.1466,0,0,-0.9277,0.0105,0.8533,-0.002,-185.8294
2023-07-03,445,2023-12-15,p,36.86,36,37.68,0,0.1548,0,0,-0.9442,0.0094,0.808,-0.0001,-191.0686
2023-07-03,450,2023-12-15,p,42.17,41.1,43.2,0,0.1714,0,0,-0.9476,0.0083,0.6611,0.0001,-193.9543
2023-07-03,455,2023-12-15,p,46.78,45.91,47.7,0,0.182,0,0,-0.9556,0.0071,0.6011,0.0011,-197.6652
2023-07-03,460,2023-12-15,p,52.17,51.1,53.2,0,0.1959,0,0,-0.9591,0.0061,0.5384,0.0015,-200.5727
2023-07-03,465,2023-12-15,p,56.6,55.64,57.42,0,0.2034,0,0,-0.9663,0.0052,0.4778,0.0026,-204.1397
2023-07-03,470,2023-12-15,p,62.17,61.2,63.1,0,0.2167,0,0,-0.9686,0.0043,0.4188,0.0027,-206.8074
2023-07-03,475,2023-12-15,p,66.5,65.64,67.32,0,0.2254,0,0,-0.9728,0.0036,0.2992,0.0035,-209.8256
2023-07-03,480,2023-12-15,p,72.17,71.2,73.1,0,0.2382,0,0,-0.9742,0.0029,0.2564,0.0034,-212.3492
2023-07-03,485,2023-12-15,p,76.27,74.72,77.98,0,0.2556,0,0,-0.9758,0.002,0.1642,-0.006,-214.9254
2023-07-03,490,2023-12-15,p,82.17,81.2,83.1,0,0.2489,0,0,-0.9843,0.0015,0.1353,-0.0041,-218.6894
2023-07-03,495,2023-12-15,p,86.15,85.19,87.17,0,0.2609,0,0,-0.9848,0.0011,0.1107,-0.0041,-221.0545
2023-07-03,500,2023-12-15,p,92.17,91.1,93.2,0,0.2703,0,0,-0.986,0.0008,0.0685,-0.004,-223.5294
2023-07-03,165,2024-01-19,c,241.71,241.45,244.32,0,0.7423,19,0,0.9925,0,0.0007,-0.0084,0.8737
2023-07-03,170,2024-01-19,c,239.71,239.5,242.2,0,0.7134,113,0,0.9925,0,0.0007,-0.0091,0.9018
2023-07-03,175,2024-01-19,c,237.99,237.12,240.06,0,0.6675,3,0,0.9925,0,0.0012,-0.0099,0.9293
2023-07-03,180,2024-01-19,c,230,229.6,232.4,0,0.6686,11,0,0.9924,0,0.0015,-0.0106,0.9565
2023-07-03,185,2024-01-19,c,228.15,227.29,230.43,0,0.6417,0,0,0.9924,0,0.0021,-0.0114,0.9835
2023-07-03,190,2024-01-19,c,218.83,217.94,221.02,0,0.6208,1,0,0.9923,0,0.0029,-0.0122,1.0103
2023-07-03,195,2024-01-19,c,218.68,218.53,221.17,0,0.616,2,0,0.9921,0,0.0041,-0.013,1.0368
2023-07-03,200,2024-01-19,c,209.2,208.1,211.38,0,0.5855,13,0,0.992,0,0.0057,-0.0138,1.0632
2023-07-03,205,2024-01-19,c,209.29,207.77,211.12,0,0.5498,0,0,0.9915,0,0.0105,-0.017,1.0865
2023-07-03,210,2024-01-19,c,200.03,198.67,201.35,0,0.5057,3,0,0.9911,0,0.0142,-0.0181,1.1121
2023-07-03,215,2024-01-19,c,196.55,195.2,198.3,0,0.5163,0,0,0.9906,0.0001,0.0191,-0.0192,1.1376
2023-07-03,220,2024-01-19,c,190.12,188.81,192.28,0,0.5226,3,0,0.9901,0.0001,0.0252,-0.0203,1.1629
2023-07-03,225,2024-01-19,c,186.9,186.2,188,0,0.4501,0,0,0.9894,0.0001,0.0257,-0.0215,1.1877
2023-07-03,230,2024-01-19,c,180.57,179.79,182.37,0,0.4765,4,0,0.9884,0.0001,0.0339,-0.0228,1.212
2023-07-03,235,2024-01-19,c,177.28,176.5,178.4,0,0.4271,20,0,0.9874,0.0002,0.0438,-0.0242,1.236
2023-07-03,240,2024-01-19,c,170.77,169.98,172.46,0,0.4467,12,0,0.986,0.0002,0.0565,-0.0257,1.2593
2023-07-03,245,2024-01-19,c,167.69,166.9,168.8,0,0.4051,115,0,0.9847,0.0002,0.0714,-0.0271,1.2826
2023-07-03,250,2024-01-19,c,161.27,160.58,163.05,0,0.4256,25,0,0.9832,0.0003,0.0724,-0.0286,1.3055
2023-07-03,255,2024-01-19,c,158.13,156.5,159.7,0,0.4053,56,0,0.9813,0.0003,0.0911,-0.0302,1.3274
2023-07-03,260,2024-01-19,c,151.58,149.93,153.69,0,0.4161,49,0,0.9792,0.0004,0.1128,-0.0319,1.3488
2023-07-03,265,2024-01-19,c,148.62,147.9,149.8,0,0.3697,25,0,0.9765,0.0004,0.1146,-0.0338,1.3688
2023-07-03,270,2024-01-19,c,142.27,141.43,143.31,0,0.3584,14,0,0.9725,0.0005,0.1417,-0.0364,1.3855
2023-07-03,275,2024-01-19,c,139.24,138.4,140.2,0.1993,0.3474,45,0,0.9691,0.0006,0.1719,-0.0383,1.4039
2023-07-03,280,2024-01-19,c,136.33,135.38,137.21,0.2087,0.3367,102,0,0.9654,0.0007,0.1744,-0.0405,1.4213
2023-07-03,285,2024-01-19,c,129.89,128.9,130.6,0.2272,0.3259,47,0,0.9609,0.0008,0.2101,-0.0428,1.4367
2023-07-03,290,2024-01-19,c,126.91,125.96,127.78,0.2426,0.3249,52,0,0.956,0.0009,0.2499,-0.0451,1.4512
2023-07-03,295,2024-01-19,c,120.41,119.7,121.1,0.2488,0.3074,113,7,0.9513,0.001,0.253,-0.0471,1.4663
2023-07-03,300,2024-01-19,c,117.43,116.72,118.15,0.2465,0.2997,91,5,0.9463,0.0011,0.2976,-0.0492,1.4805
2023-07-03,305,2024-01-19,c,110.25,109.56,110.96,0.2428,0.2915,55,0,0.9406,0.0013,0.3411,-0.0513,1.4932
2023-07-03,310,2024-01-19,c,107.89,107.18,108.6,0.2381,0.2835,44,0,0.9336,0.0014,0.3509,-0.0537,1.5025
2023-07-03,315,2024-01-19,c,100.95,100.23,101.62,0.2332,0.2749,250,0,0.9267,0.0016,0.4046,-0.0559,1.5122
2023-07-03,320,2024-01-19,c,98.41,97.74,99.17,0.2306,0.2687,11,0,0.9191,0.0017,0.4096,-0.058,1.5199
2023-07-03,325,2024-01-19,c,91.55,90.84,92.22,0.224,0.2597,29,0,0.9107,0.0019,0.4671,-0.0602,1.5259
2023-07-03,330,2024-01-19,c,87.73,87,88.4,0.22,0.2526,49,0,0.9013,0.0021,0.4732,-0.0625,1.5293
2023-07-03,335,2024-01-19,c,82.45,81.81,83.1,0.2173,0.2454,26,0,0.892,0.0023,0.5341,-0.0643,1.5332
2023-07-03,340,2024-01-19,c,78.63,77.9,79.4,0.2113,0.2412,102,0,0.8818,0.0025,0.5969,-0.0662,1.5349
2023-07-03,345,2024-01-19,c,73.41,72.76,73.95,0.2091,0.2311,39,0,0.8704,0.0028,0.6041,-0.068,1.5334
2023-07-03,350,2024-01-19,c,69.65,69,70.5,0.2037,0.2291,128,0,0.8585,0.003,0.6687,-0.0696,1.531
2023-07-03,355,2024-01-19,c,64.56,63.86,65.04,0.1975,0.2167,22,0,0.8456,0.0033,0.6766,-0.071,1.5263
2023-07-03,360,2024-01-19,c,60.71,60.1,61.4,0.1925,0.2119,86,0,0.8321,0.0036,0.741,-0.072,1.5203
2023-07-03,365,2024-01-19,c,55.88,55.24,56.43,0.1881,0.2045,170,3,0.8169,0.004,0.8046,-0.0732,1.5099
2023-07-03,370,2024-01-19,c,52.13,51.5,52.8,0.1826,0.1993,188,0,0.8008,0.0044,0.8145,-0.0738,1.4977
2023-07-03,375,2024-01-19,c,47.36,46.75,47.93,0.1776,0.1922,278,1,0.7831,0.0048,0.8759,-0.0742,1.4815
2023-07-03,380,2024-01-19,c,43.75,43.1,44.4,0.1716,0.1864,489,0,0.764,0.0052,0.9331,-0.0744,1.4623
2023-07-03,385,2024-01-19,c,39.18,38.54,39.83,0.1659,0.1798,145,0,0.7424,0.0057,0.947,-0.0741,1.4373
2023-07-03,390,2024-01-19,c,35.61,35,36.2,0.1602,0.1723,74,0,0.7185,0.0063,1.0014,-0.0735,1.4068
2023-07-03,395,2024-01-19,c,31.98,31.51,32.63,0.1544,0.1649,127,1,0.6917,0.0069,1.0506,-0.0725,1.3696
2023-07-03,400,2024-01-19,c,27.68,27.3,27.8,0.1483,0.1528,418,0,0.6611,0.0076,1.0944,-0.0711,1.3232
2023-07-03,405,2024-01-19,c,24.25,24.02,24.52,0.1426,0.1471,189,0,0.6265,0.0084,1.1324,-0.0691,1.2673
2023-07-03,410,2024-01-19,c,20.49,20.2,20.8,0.1364,0.1416,258,11,0.5868,0.0091,1.1658,-0.0664,1.199
2023-07-03,415,2024-01-19,c,17.5,17.26,17.76,0.1312,0.1354,279,1,0.5414,0.0099,1.1951,-0.0631,1.1172
2023-07-03,420,2024-01-19,c,14.14,13.91,14.4,0.1258,0.13,261,5,0.4903,0.0106,1.1857,-0.059,1.0208
2023-07-03,425,2024-01-19,c,11.71,11.47,11.98,0.1207,0.1249,122,0,0.4342,0.0111,1.197,-0.0543,0.911
2023-07-03,430,2024-01-19,c,9.11,8.94,9.34,0.1169,0.1204,338,0,0.375,0.0112,1.1348,-0.0489,0.7923
2023-07-03,435,2024-01-19,c,7.19,7,7.4,0.1131,0.1168,307,0,0.3158,0.0109,1.0384,-0.0432,0.671
2023-07-03,440,2024-01-19,c,5.47,5.36,5.65,0.1106,0.1136,447,240,0.26,0.0103,1.0107,-0.0374,0.555
2023-07-03,445,2024-01-19,c,4.19,4,4.4,0.1075,0.1118,150,4,0.2104,0.0093,0.8715,-0.032,0.4509
2023-07-03,450,2024-01-19,c,3.14,2.98,3.27,0.106,0.1098,571,0,0.1679,0.0082,0.7191,-0.027,0.3608
2023-07-03,455,2024-01-19,c,2.37,2.2,2.6,0.1046,0.1102,137,0,0.1332,0.007,0.6597,-0.0226,0.2868
2023-07-03,460,2024-01-19,c,1.72,1.53,1.93,0.1027,0.1096,207,1,0.1047,0.0059,0.5953,-0.0188,0.226
2023-07-03,465,2024-01-19,c,1.27,1.05,1.45,0.1006,0.109,61,0,0.0825,0.0049,0.4468,-0.0156,0.1782
2023-07-03,470,2024-01-19,c,0.91,0.79,1.04,0.1019,0.1081,29,0,0.0643,0.004,0.3893,-0.0128,0.1392
2023-07-03,475,2024-01-19,c,0.67,0.55,0.8,0.1011,0.109,122,0,0.0501,0.0033,0.3336,-0.0104,0.1084
